Enddate,Name,Region,ID,Headline,Copyright
20241009,ValencianCommunityDay,ES-ES,3800849139,"¡Feliz Día de la Comunitat Valenciana!","Peñíscola, Castellón, Valencia, España (© MEDITERRANEAN/E+/Getty Images)"
20241010,SoranoItaly,ES-ES,4580008999,"Una ciudad de piedra","Sorano, Toscana, Italia (© Luigi Vaccarella/eStock Photo)"
20241011,CelticColours,ES-ES,5079462677,"Colores con C de Canadá","Tierras Altas de la Isla del Cabo Bretón, Nueva Escocia, Canadá (© Cavan Images/Alamy)"
20241012,NationalDaySpain,ES-ES,5367780660,"¡Felicidades!","El Equipo Nacional de Vuelo Acrobático, Madrid, España (© Carlos Alvarez/Fotógrafo autónomo/Getty Images Entertainment/Getty Images)"
20241013,AlcazarSeville,ES-ES,5812845635,"Tiene un color especial...","Patio de las Doncellas, Alcázar de Sevilla (© Danny Lehman/Getty Images)"
20241014,CocoBeach,ES-ES,6296595662,"Atardeceres playeros","Barcos de pesca en la playa de Coco en Goa, India (© Abhinav Sah/Shutterstock)"
20241015,MaraMigration,ES-ES,6687824832,"La carrera de la vida","Gran migración de ñus en el río Mara, Kenia (© Ayzenstayn/Getty Images)"
20241016,FossilsDorset,ES-ES,7126242224,"Desenterrando el pasado","Fósiles de belemnites y ammonites, Costa Jurásica, Dorset, Reino Unido (© Nature Picture Library/Alamy)"
20241017,KochiaJapan,ES-ES,7555433683,"Un farol otoñal","Kochia, Prefectura de Ibaraki, Japón (© DigiPub/Getty Images)"
20241018,CentralParkAutumn,ES-ES,2757358246,"邂逅秋日的林荫道","曼哈顿中央公园的秋天，纽约，美国 (© mapman/Shutterstock)"
20241019,DenderaTemple,ES-ES,2992345983,"Ecos ancestrales","Templo de Hathor, Complejo del Templo de Dendera, Quena, Egipto (© Nick Brundle Photography/Getty Images)"
20241020,SpanishBMXRacingChampionship,ES-ES,3255025375,"Sobre ruedas hacia el horizonte","Puesta de sol en Almuñécar, Granada (© E.J. Baumeister Jr./Alamy Stock Photo)"
20241021,AutumnCypress,ES-ES,3786999040,"Alturas nebulosas","Cipreses en el Parque Estatal George L. Smith, Georgia, EE. UU. (© Chris Moore/TANDEM Stills + Motion)"
20241022,MonsterDoor,ES-ES,5024924639,"Fachada temible","Palacio Zuccari, Roma, Italia (© Photon-Photos/Getty Images)"
20241023,MadameSherriCastle,ES-ES,5465850896,"Escalera sin destino","Bosque Madame Sherri y restos de un castillo antiguo, Nuevo Hampshire, EE. UU. (© yggdrasill/Shutterstock)"
20241024,BodieCalifornia,ES-ES,5750296287,"Una ciudad fantasma","Parque Histórico Estatal de Bodie, Condado de Mono, California, EE. UU. (© Julien McRoberts/Tetra Images, LLC/Alamy)"
20241025,MontBlancMassif,ES-ES,6175226361,"Alturas de terror","Mont Blanc en Chamonix, Francia (© Simon Schöpf/Getty Images)"
20241026,GhostForest,ES-ES,2765501989,"El misterio está en el aire","Bosque fantasma, Nienhagen, Mecklemburgo-Pomerania Occidental, Alemania (© mauritius images GmbH/Alamy)"
20241027,PolarBearHug,ES-ES,2869289417,"Abrazos que abrigan el alma","Oso polar con osezno, Churchill, Manitoba, Canadá (© Design Pics/plainpicture)"
20241028,GernikaAgriculturalFair,ES-ES,3036304498,"Celebrando la cosecha","Gernika-Lumo, País Vasco (© Andrea Pistolesi/Photodisc/Getty Images)"
20241029,GreatOwl,ES-ES,3211989343,"Un ave rapaz","Búho americano (© Mark Newman/Getty Images)"
20241030,HauntedEdinburgh,ES-ES,3286905259,"Un castillo inquietante","Vista del Castillo de Edimburgo desde un cementerio en Escocia, Reino Unido (© Chris Dorney/Alamy)"
20241031,GargoyleParis,ES-ES,3122762938,"¿Truco o trato?","Quimera de Notre-Dame de París, Francia (© scaliger/Getty Images)"
20241101,VineyardsBlackForestFall,ES-ES,8727705316,"Otoño en viñas","Vista aérea de viñedo en otoño, Varnhalt, Selva Negra, Alemania (© Sabine Gerold/Amazing Aerial Agency)"
20241102,BisonYellowstone,ES-ES,2207390444,"De casi extinto a símbolo americano","Bisonte americano en el Parque Nacional de Yellowstone, Wyoming, EE. UU. (© Ian Shive/TANDEM Stills + Motion)"
20241103,YucatanBiosphere,ES-ES,9709656302,"Naturaleza y sostenibilidad","Huevo de flamenco caribeño en nido, Reserva de la Biósfera Ría Lagartos, Yucatán, México (© Claudio Contreras/Minden Pictures)"
20241104,CumbriaAutumn,ES-ES,0346174499,"Paisaje poético","Grasmere, Distrito de los Lagos, Cumbria, Reino Unido (© Thomas Molyneux/Getty Images)"
20241105,SmartCityExpoBarcelona,ES-ES,0874398191,"Tecnología que conecta","Amanecer en Barcelona, España (© Noppasin Wongchum/Alamy Stock Photo)"
20241106,ShiShiBeach,ES-ES,1047893586,"Matices del crepúsculo","Playa Shi Shi en el Parque Nacional Olympic, Washington, EE. UU. (© T.M. Schultze/TANDEM Stills + Motion)"
20241107,CanadaWolves,ES-ES,1988457082,"¿Dónde están esos lobos?","Lobos costeros de Vancouver en la selva tropical del Great Bear, Columbia Británica, Canadá (© Nick Garbutt/Alamy)"
20241108,GlacialRivers,ES-ES,2177236307,"Una trenza de ríos","Vista aérea de ríos glaciares en Islandia (© rybarmarekk/Shutterstock)"
20241109,FiestaDeLaAlmudena,ES-ES,5634922695,"Cultura y devoción","Catedral de la Almudena, Madrid, España (© RudyBalasko/iStock/Getty Images)"
20241110,YucatanFlamingos,ES-ES,2437405213,"Flamencos en vuelo","Flamencos del Caribe, Península de Yucatán, México (© Claudio Contreras/NPL/Minden Pictures)"
20241111,Banff24,ES-ES,2715898472,"Un horizonte nevado","Parque Nacional de Banff, Alberta, Canadá  (© fywPhoto 云卷云舒/Getty Images)"
20241112,CoveArch,ES-ES,3565340403,"Por debajo de los arcos","Arco doble visto a través de Cove Arch, Parque Nacional Arcos, Utah, EE.UU. (© Jeff Foott/Minden Pictures)"
20241113,KelpForest,ES-ES,2956713930,"El rey león submarino","León marino de California en un bosque de algas gigantes, Baja California, México (© Claudio Contreras/Minden Pictures)"
20241114,ManarolaItaly,ES-ES,4041010969,"Un acantilado con historia","Manarola, Parque Nacional de Cinque Terre, Liguria, Italia (© John_Silver/Shutterstock)"
20241115,YiPengLanterns,ES-ES,0717973586,"La esperanza alza el vuelo","Festival de los faroles de Yi Peng, Chiang Mai, Tailandia (© tampatra/Getty Images)"
20241116,FlamencoDay2024,ES-ES,0805815742,"Pasión y arte en cada movimiento","Baile flamenco en Sevilla, Andalucía, España (© Hemis/Alamy Stock Photo)"
20241117,RedStag,ES-ES,1306068439,"El corazón de Escocia","Ciervo rojo en el Bosque Caledonio, Glen Affric, Tierras Altas de Escocia (© Terry Whittaker/Alamy)"
20241118,PorthcawlLighthouse,ES-ES,1528982827,"Guiando el camino desde 1860","Faro de Porthcawl, Gales del Sur, Reino Unido (© Leighton Collins/Alamy)"
20241119,TasmansArch,ES-ES,1772649926,"Un arco petrificante","Arco de Tasman, Tasmania, Australia (© Gary Bell/Minden Pictures)"
20241120,BeyondSaype,ES-ES,2146271758,"Más allá de la crisis","Pintura gigantesca land art «Más allá de la crisis» de Saype, Leysin, Suiza (© VALENTIN FLAURAUD/EPA-EFE/Shutterstock)"
20241121,LionCubs,ES-ES,2358814300,"Simba, ¿eres tú?","Dos cachorros de león al amanecer, Sudáfrica (© Ruan Springorum/Getty Images)"
20241122,ZafraCastle,ES-ES,2585214053,"Castillo, magnifico refugio","Castillo de Zafra, Provincia de Guadalajara (© Eduard Gene/Getty Images)"
20241123,FibonacciAloe,ES-ES,2796098950,"El código secreto de la naturaleza","Aloe espiral, Isla Canguro, Australia (© Michael Melford/Alamy)"
20241124,DavisCupFinalsMalaga,ES-ES,2847450969,"Pasión y entrega en cada set","Atardecer en Málaga, Andalucía, España (© SJ Travel Photo and Video/Shutterstock)"
20241125,AmboseliGiraffes,ES-ES,5878697343,"Una vida salvaje","Jirafas masai, Parque Nacional de Amboseli, Kenia (© Art Wolfe/DanitaDelimont.com)"
20241126,TrulliGrove,ES-ES,3236734802,"Siglos de olivos","Olivar, Valle de Itria, Apulia, Italia (© Massimo Santi/Shutterstock)"
20241127,SemoisRiver,ES-ES,3444393596,"Donde los gigantes descansan en paz","La Tumba del Gigante en otoño, Bouillon, Bélgica (© David Briard/Getty)"
20241128,AssiniboineTS,ES-ES,3697439529,"Montañas brumosas","Parque Provincial Monte Assiniboine, Columbia Británica, Canadá (© Jeff Lewis/TANDEM Stills + Motion)"
20241129,MtStMichel,ES-ES,3063344602,"Castillo aislado, abrazado por el océano","Monte Saint-Michel, Normandía, Francia (© Captain Skyhigh/Getty Images)"
20241130,KilchurnAutumn,ES-ES,3399855267,"Reflejo del patrimonio escocés","Reflejo del castillo de Kilchurn en Loch Awe, Argyll y Bute, Escocia (© Tom Mackie/plainpicture)"
20241201,IcebergsAntarctica,ES-ES,3608779732,"Guardianes del último gran santuario natural","Icebergs, Antártida (© Art Wolfe/DanitaDelimont.com)"
20241202,SnowMoose,ES-ES,4746792183,"Una mirada salvaje","Alce hembra, Parque Nacional Denali, Alaska, EE.UU. (© Cavan Images/Alamy)"
20241203,JaipurFort,ES-ES,4985021277,"Legado de pilares firmes","Sattais Katcheri (patio de los 27 pilares), Fuerte Amber, Rajastán, India (© Yury Taranik/Shutterstock)"
20241204,RhinosKenya,ES-ES,5145114880,"Al borde de la extinción","Rinocerontes blancos machos, Lago Nakuru, Kenia (© Ingo Arndt/Minden Pictures)"
20241205,MonoTufa,ES-ES,5680037517,"El ascenso de la toba","Formación de toba en el lago Mono, California, EE. UU. (© Susanna Patras/TANDEM Stills + Motion)"
20241206,SpainConstitutionDay2024,ES-ES,5831471578,"Fortaleciendo nuestra unidad","Congreso de los Diputados, Madrid, España (© Leonid Andronov/Alamy Stock Photo)"
20241207,ArraialdoCabo,ES-ES,6181405360,"El encanto azul de un espectáculo natural","Pontal do Atalaia en Arraial do Cabo, Río de Janeiro, Brasil (© Derson Santana/Shutterstock)"
20241208,ReopeningNotreDame,ES-ES,6883823963,"El regreso de Notre Dame","Catedral de Notre-Dame, París, Francia (© Julien Fromentin/Getty Images)"
20241209,GuanacosChile,ES-ES,7160765444,"Con actitud y altura","Dos guanacos, Parque Nacional Torres del Paine, Chile (© Floris van Breugel/NPL/Minden Pictures)"
20241210,CovadongaWinter,ES-ES,7227856759,"Paisajes que susurran leyendas","Lagos de Covadonga, Asturias, España (© Carlos Fernandez/Moment/Getty Images)"
20241211,DolomitesSky,ES-ES,7667848541,"El trío triunfante","Las Tres Cimas de Lavaredo, Italia (© Daniel Maran/Getty Images)"
20241212,WildPoinsettia,ES-ES,7928941818,"Flor de... Navidad","Flor de Pascua o Flor de Navidad (© David Hosking/NPL/Minden Pictures)"
20241213,ChristmasBudapest,ES-ES,8138996738,"Adviento en la basílica","Mercado navideño, Basílica de San Esteban, Budapest, Hungría (© Calin Stan/Shutterstock)"
20241214,PrioroWinter,ES-ES,0831913831,"Pueblo sumido en un manto de nieve","Prioro, Castilla y León, España (© Ruben Earth/Moment/Getty Images)"
20241215,MisurinaLake,ES-ES,8402822409,"Un lago de lágrimas","Lago Misurina, Dolomitas, Italia (© Marco Bottigelli/Getty Images)"
20241216,SalzburgSnow,ES-ES,9070747480,"Calles radiantes y cumbres nevadas","Salzburgo, Austria (© bluejayphoto/Getty Images)"
20241217,ReinefjordenNorway,ES-ES,2052368531,"Historias contadas por el muelle","Cabañas rojas tradicionales de pescadores en la costa de Reinefjorden, Noruega (© Pilat666/Getty Images)"
20241218,NutcrackerBallet,ES-ES,9535020384,"El Cascanueces","El Ballet Nacional de Inglaterra interpretando “El Cascanueces”  (©  Caroline Holden/Alamy)"
20241219,SibiuRomania,ES-ES,0903750194,"Mercado navideño","Mercado navideño de Sibiu, Rumanía (© Calin Stan/Alamy)"
20241220,SantaClausVillage,ES-ES,1153785422,"Vuelve a casa por Navidad","Pueblo de Papá Noel en Rovaniemi, Laponia, Finlandia (© Smelov/Shutterstock)"
20241221,SolsticeHalo,ES-ES,1500540396,"El paraíso invernal","Halo alrededor del sol, Montes Metálicos, Sajonia, Alemania (© Martin Ruegner/Getty Images)"
20241222,CrystalPier,ES-ES,1740304198,"Navidad reflejada en las olas","Árbol de Navidad en Crystal Pier, Pacific Beach, San Diego, California, EE.UU. (© SamAntonioPhotography/Getty Images)"
20241223,FestivusCranes,ES-ES,2012612015,"¿Listo para unas risas?","Dos grullas de Manchuria en Kushiro, Hokkaido, Japón (© Wirestock, Inc./Alamy)"
20241224,SantaSnowglobe,ES-ES,2272443187,"Llegó la Nochebuena","Mercadillo navideño en Alemania (© Cyril Gosselin/Getty Images)"
20241225,ReindeerTrio,ES-ES,2505457663,"¡Feliz Navidad!","Renos de Svalbard en el Van Mijenfjorden NP, Noruega (© Martin Zwick/REDA&amp;CO/Universal Images Group via Getty Images)"
20241226,SaintStephensDay,ES-ES,9179048163,"Arcoíris abrazando la cala desde el horizonte","Cala Comte al atardecer, Ibiza, Islas Baleares, España (© Vicente Soler Marmaneu Vicenfoto/Alamy Stock Photo)"
20241227,LakeBledSnow,ES-ES,1245773741,"Reflejos helados y picos nevados","Lago Bled, Eslovenia (© Kesu01/Getty Images)"
20241228,CoralTurtle,ES-ES,1601437701,"Una inocente exploradora","Tortuga marina verde nadando en el Océano Pacífico cerca del territorio francés de ultramar de Nueva Caledonia (© Damsea/Shutterstock)"
20241229,BorobudurBells,ES-ES,2132252212,"En la montaña sagrada","Borobudur Temple, Java, Indonesia (© Robertharding/Shutterstock)"
20241230,MountFieldNP,ES-ES,3508020804,"Un parque para todas las estaciones","Eucalipto de nieve de Tasmania y pandani de Tasmania cerca del lago Dobson, Parque Nacional Mount Field, Tasmania, Australia (© Whitworth Images/Getty Images)"
20241231,NewYearSpain24,ES-ES,3801149904,"¡Suenan las campanadas!","Nochevieja en la Puerta del Sol, Madrid, España (© Mario Montero Arroyo/iStock/Getty Images)"
20250101,PolarBearSwim,ES-ES,4132318898,"¡Año Nuevo, chapuzón nuevo!","Osos polares jugando en el Ártico (© Ondrej Prosicky/Shutterstock)"
20250102,ArdezSwitzerland,ES-ES,4481408701,"Un pueblo de cuento","Estelas de estrellas sobre el pueblo de Ardez, Graubunden, Suiza (© Roberto Moiola/Getty Images)"
20250103,TolkienOxford,ES-ES,4772799027,"No todos los que vagan están perdidos","La Cámara Radcliffe y el All Souls College, Universidad de Oxford, Inglaterra (© atiger/Shutterstock)"
20250104,VietnamFalls,ES-ES,5222423755,"Un paraíso al límite","Cataratas Ban Gioc - Detian en el río Quây Sơn, en la frontera entre China y Vietnam (© Shane P. White/Minden Pictures)"
20250105,GeneralWinterNavarre,ES-ES,5527142777,"¡Vamos a tomar la fresca!","Árboles escarchados en la Sierra de Aralar, Navarra, España (© Iñaki Tejerina/Moment/Getty Images)"
20250106,NamibiaDunes,ES-ES,5811843699,"Horizontes cambiantes","Dunas de arena de Sossusvlei, desierto del Namib, Namibia (© Airpano/Amazing Aerial Agency)"
20250107,BouldersNZ,ES-ES,6118203530,"Rocas y rodillos","Moeraki Boulders al atardecer, Isla Sur, Nueva Zelanda (© Douglas Pearson/eStock Photo)"
20250108,GreatWallStairs,ES-ES,6386971861,"¡Hasta el infinito y más allá!","Nieve en la Gran Muralla, China (© View Stock/Alamy)"
20250109,RavennaBasilica,ES-ES,6729761925,"Profundidades divinas","Cripta inundada, Basílica de San Francisco, Rávena, Italia (© Andrea Pucci/Getty Images)"
20250110,BubbleLake,ES-ES,9230701084,"Burbujas, burbujas por todas partes","Lago Abraham, Alberta, Canadá (© Basic Elements Photography/Getty Images)"
20250111,MeknesMorocco,ES-ES,8743532455,"Arcos de una época pasada","Heri es-Swani en Meknes, Marruecos (© Calin Stan/Shutterstock)"
20250112,CrescentTail,ES-ES,9658344168,"Visión nítida en las profundidades","Pez catalufa espejuelo en la Gran Barrera de Coral, Australia (© Fred Bavendam/Minden Pictures)"
20250113,CoastalWales,ES-ES,0632862256,"¡Nunca es tarde para celebrar!","Faro de Tŵr Mawr, Ynys Llanddwyn, Gales, Reino Unido (© Westend61 on Offset/Shutterstock)"
20250114,CadizSpain,ES-ES,9539607355,"Date un respiro","Zahara de la Sierra, Cádiz, España (© SEN LI/Getty Images)"
20250115,MuseumCourt,ES-ES,2025282183,"El pasado siempre está presente","El gran patio del Museo Británico, Londres, Inglaterra (© Cavan Images/Offset/Shutterstock)"
20250116,SanAntonJaen,ES-ES,3301530982,"¡Una fiesta inesperada!","Jaén al anochecer, Andalucía, España (© bbsferrari/iStock/Getty Images)"
20250117,PelicanPortrait,ES-ES,5278780301,"¡Un pico con bolsa mágica!","Pelícano pardo, San Diego, California, EE. UU. (© Arthur Morris/BIRDS AS ART/Getty Images)"
20250118,WhiteSandsNP,ES-ES,5591219937,"Dunas infinitas","Puesta de sol en el Parque Nacional White Sands, Nuevo México, EE. UU. (© Image Professionals GmbH/Alamy)"
20250119,NeptunesGrotto,ES-ES,8086917702,"Una gruta digna de dioses","Gruta de Neptuno, Cerdeña, Italia (© Carlo Murenu/Getty Images)"
20250120,LasCarantonas,ES-ES,8729775352,"¡El guardián de historias!","Real Monasterio de Santa María de Guadalupe, Cáceres, Extremadura, España (© Rudolf Ernst/iStock/Getty Images)"
20250121,DutchSquirrel,ES-ES,3993162395,"¡Una bonita sorpresa!","Ardilla roja euroasiática junto a una seta, Países Bajos (© Edwin Giesbers/Minden Pictures)"
20250122,PetraMonastery,ES-ES,6740525723,"La ciudad perdida","Ed-Deir, Petra, Jordania (© Punnawit Suwuttananun/Getty Images)"
20250123,DeerValley,ES-ES,7003891910,"Estrellas, montaña y magia","Deer Valley al anochecer, Park City, Utah, EE. UU. (© Adventure_Photo/Getty Images)"
20250124,IcelandGeyser,ES-ES,1598539119,"Rebosante de poder","Géiser Strokkur en Islandia (© John and Tina Reid/Getty Images)"
20250125,PortoSunset,ES-ES,3099666552,"La hora dorada","Oporto, Portugal (© Starcevic/Getty Images)"
20250126,FrostedBeech,ES-ES,3324166189,"Envejecer con gracia","Bosque de hayas en Bélgica (© Philippe Moes/Minden Pictures)"
20250127,CanyonSnow,ES-ES,3550411981,"Despierta tu curiosidad","Templo de Zoroastro, Parque Nacional del Gran Cañón, Arizona, EE. UU. (© Nick Lake/Tandem Stills + Motion)"
20250128,FlyingOwl,ES-ES,3769864994,"Un caminante blanco","Búho campestre cazando en la nieve (© Dilshan Muthalib/Getty Images)"
20250129,LunarDragon,ES-ES,3892690560,"¡Feliz Año Nuevo Chino!","Danza del dragón, Wuhan, China (© Miao Jian/Wuhan Morning Post/Visual China Group via Getty Images)"
20250130,OrdesaSpain,ES-ES,4787929078,"¡Ahí hay una espada!","La Brecha de Rolando, Parque Nacional de Ordesa y Monte Perdido, España (© Inaki Relanzon/Nature Picture Library/Alamy)"
20250131,TenerifeCarnival2025,ES-ES,0044754668,"¡Una fiesta única!","Reina del Carnaval de Santa Cruz de Tenerife, España (© DESIREE MARTIN/Getty Images)"
20250201,FestungKonigsteinElbsandsteingebirge,ES-ES,5179656968,"Nieve y piedra","Fortaleza de Königstein, Suiza sajona, Alemania (© Bildagentur-online/Exss/Alamy)"
20250202,AustriaMarmot,ES-ES,5324822318,"¡Se está asomando!","Joven marmota alpina (© Jonas Fichtner-Pflaum/Getty Images)"
20250203,RibbleheadViaduct,ES-ES,5419364772,"De arco en arco","Viaducto de Ribblehead y montaña de Ingleborough, Yorkshire del Norte, Inglaterra, Reino Unido (© AWL Images/DanitaDelimont.com)"
20250204,PrioratTarragona,ES-ES,0211120786,"¡Unas vistas que te dejarán helado!","Siurana de Tarragona, Cataluña, España (© Sergi Boixader/Alamy Stock Photo)"
20250205,ScottishSheep,ES-ES,5976225157,"¡Andar entre algodones!","Ovejas escocesas Blackface, Aberdeenshire, Escocia (© Mike Powles/Getty Images)"
20250206,WhararikiBeach,ES-ES,6059269268,"Reflejos del pasado","Islas Archway, Playa Wharariki, Isla Sur, Nueva Zelanda (© Francesco Vaninetti/AWL/plainpicture)"
20250207,BlueNorway,ES-ES,9259858969,"La hora infinita","Hora azul en Trondheim, Noruega (© Jeanny Mueller/Getty Images)"
20250208,PremiosGoya,ES-ES,9389747120,"¡Una fortaleza de cine!","La Alhambra vista desde el Albaicín, Granada, Andalucía, España (© Antonio Violi/Alamy Stock Photo)"
20250209,SnowySvaneti,ES-ES,9495722875,"Congelado en el tiempo","Torres medievales en Mestia, Mingrelia-Alta Esvanetia, Georgia (© photoaliona/Getty Images)"
20250210,UmbrellaDay,ES-ES,9589999908,"Par-aguas o para-sol","Instalación artística de paraguas, Borough Market, Londres, Inglaterra (© Malcolm P Chapman/Getty Images)"
20250211,YungangGrottoes,ES-ES,9694315972,"Los ojos vigilantes de la historia","Grutas de Yungang, Datong, provincia de Shanxi, China (© Eric Yang/Getty Images)"
20250212,GalapagosIguana,ES-ES,9781681264,"Una especie particular","Iguanas marinas, Islas Galápagos, Ecuador (© helovi/Getty Images)"
20250213,LakeTyrrell,ES-ES,9869603940,"Sal de la tierra","Lago Tyrrell, Victoria, Australia (© Monica Bertolazzi/Getty Images)"
20250214,PenguinLove,ES-ES,9960991342,"Mira estos tortolitos","Dos pingüinos de Magallanes, Islas Malvinas (© Vicki Jauron, Babylon and Beyond Photography/Getty Images)"
20250215,Misotsuchi2025,ES-ES,0046918328,"Una gotera helada","Carámbanos de Misotsuchi, Chichibu, Japón (© watayu0821/Shutterstock)"
20250216,HumpbackMother,ES-ES,0131114853,"Protegiendo a los gigantes del mar","Madre y cría de ballena jorobada, Tonga (© Chase Dekker/Minden Pictures)"
20250217,CatalanPyrenees,ES-ES,0333843430,"Una frontera helada","Coll d'Ares, Pirineo Catalán, España (© CRISTIAN IONUT ZAHARIA/Shutterstock)"
20250218,BlueBelize,ES-ES,0416994585,"Azul infinito","El Gran Agujero Azul, costa de Belice (© JamiesOnAMission/Shutterstock)"
20250219,IceHoleOtter,ES-ES,0502740204,"Nutridas bajo agua","Nutria de río europea, Lelystad, Países Bajos (© Ernst Dirksen/Minden Pictures)"
20250220,CanadaDeer,ES-ES,0627757323,"Un dúo majestuoso","Ciervo rojo, Canadá (© Delbars/Getty Images)"
20250221,ChampakaSarasi,ES-ES,4842882086,"Un cuento de aguas tranquilas","Estanque Champaka Sarasi cerca de Shivamogga, Karnataka, India (© Amith Nag Photography/Getty Images)"
20250222,SkiResortBaqueiraBeret,ES-ES,4946875842,"Un viaje con altura","Estación de esquí Baqueira Beret, Alto Arán, Lérida, Cataluña, España (© Amazing Travels/Shutterstock)"
20250223,MtFujiSunrise,ES-ES,5111934664,"Un pico muy famoso","Monte Fuji al amanecer, lago Kawaguchi, Japón (© Twenty47studio/Getty Images)"
20250224,GiantCuttlefish,ES-ES,5593543587,"Entintado y encubierto","Grupo de sepias gigantes en el golfo de Spencer, frente a Whyalla, Australia (© Gary Bell/Minden Pictures)"
20250225,BryceHoodoos,ES-ES,5738568418,"Un hechizo histórico","Chimeneas de hada, Parque Nacional Bryce Canyon, Utah, EE. UU. (© Stephen Matera/TANDEM Stills + Motion)"
20250226,ArgyllStalker,ES-ES,5913378191,"La estrategia escocesa","Castillo Stalker en Loch Laich, Argyll, Escocia (© WLDavies/Getty Images)"
20250227,PolarCub,ES-ES,6085095422,"Un tierno saludo","Cachorro de oso polar, Churchill, Manitoba, Canadá (© Eric Baccega/NPL/Minden Pictures)"
20250228,AndalusianStreet,ES-ES,6181340886,"¡Un verde y blanco vibrante!","Iznájar, Andalucía, España (© Miguel Sotomayor/Getty Images)"
20250301,MaligneLakeJasper,ES-ES,6288170690,"¡Una noche mágica!","Aurora boreal sobre la Isla Spirit en el Lago Maligne, Parque Nacional Jasper, Canadá (© Mumemories/Getty Images)"
20250302,EucalyptusForest,ES-ES,6432819032,"Una vista eucalíptica","Eucaliptos, Megalong Valley, Parque Nacional Montañas Azules, Nueva Gales del Sur, Australia (© Andrew Peacock/TANDEM Stills + Motion)"
20250303,HornbillPair,ES-ES,6520167475,"Salvajes sobre las sabanas áridas","Cálaos de pico amarillo del sur en el Parque Nacional Kruger, Sudáfrica (© Richard Du Toit/Minden Pictures)"
20250304,MardiGrasJackson,ES-ES,6628104190,"No es un martes cualquiera","Jackson Square, Nueva Orleans, Luisiana, EE. UU. (© SeanPavonePhoto/Getty Images)"
20250305,SuratThani,ES-ES,6760904041,"Una aventura en la selva","Vista aérea del Parque Nacional Khao Sok, Surat Thani, Tailandia (© Peetatham Kongkapech/Getty Images)"
20250306,NevadaBigHorns,ES-ES,6947397352,"Una escalada compleja","Borrego cimarrón del desierto en el Parque Estatal Valle del Fuego, Nevada, EE. UU. (© Rachid Dahnoun/Cavan Images)"
20250307,PlumBlossom,ES-ES,6616013602,"Los colores de la temporada","Flores de ciruelo, China (© zhikun sun/Getty Images)"
20250308,FearlessWomen,ES-ES,6846993796,"¡Empodérate!","Escultura “Niña sin miedo” frente a la Bolsa de Nueva York, Nueva York, EE. UU. (© JOHANNES EISELE/AFP via Getty Images)"
20250309,ForumRomanum,ES-ES,7963502187,"Amigos, romanos, compatriotas","El Templo de Saturno en el Foro Romano, Roma, Italia (© Nico De Pasquale Photography/Getty Images)"
20250310,NappingLion,ES-ES,7306945095,"¡Dale a postponer!","Un león durmiendo en el sector de Ishasha, Parque nacional de la Reina Isabel, Uganda (© Gunter Nuyts/Getty Images)"
20250311,NusaPenida,ES-ES,7408212429,"Cuando el océano rompe las reglas","Playa Rota en Nusa Penida, Bali, Indonesia (© joakimbkk/Getty Images)"
20250312,ChateauLoire,ES-ES,7509416514,"Una “flota-leza”","Castillo de Sully-sur-Loire, Centro-Valle de Loira, Francia (© StockPhotoAstur/Shutterstock)"
20250313,HoliColors,ES-ES,7622213300,"Los colores del Holi","Celebración de Holi en Jaipur, India (© powerofforever/Getty Images)"
20250314,BasqueDolmen,ES-ES,7735714145,"Pi en el cielo","Dolmen de Sorginetxe, País Vasco, Álava, España (© David Herraez Calzada/plainpicture)"
20250315,FallasSpainWomen,ES-ES,9361742240,"Un día especial","Traje típico de fallera en las Fallas de Valencia, España (© Miguel Sotomayor/Getty Images)"
20250316,PandaSnow,ES-ES,8069843059,"De vuelta al blanco y negro","Bebé panda gigante en la nieve, China (© Cheryl Schneider/Alamy)"
20250317,BeckettBridge,ES-ES,8163072684,"¡Encuentra tu trébol!","Puente Samuel Beckett, Dublín, Irlanda (© Colm Keating/Tandem Stills + Motion)"
20250318,SedonaSpring,ES-ES,8257183608,"Una montaña de “rock-a”","Formaciones rocosas, Sedona, Arizona, EE. UU. (© Jim Ekstrand/Alamy)"
20250319,BlackHeron,ES-ES,8419055943,"Maniobra del paraguas","La garza de cabeza negra, Parque Nacional Chobe, Botsuana (© Paul Souders/Minden Pictures)"
20250320,PrimaveraSpain,ES-ES,9088231028,"Un colorido cortejo","Avutarda común caminando por el prado, Extremadura, España (© Dick Hoogenboom/NiS/Minden Pictures)"
20250321,DanumValley,ES-ES,9645883299,"¡Vivan los árboles!","Niebla sobre la selva tropical de tierras bajas, Valle de Danum, Sabah, Borneo, Malasia (© Nick Garbutt/Alamy)"
20250322,CenoteLilies,ES-ES,9746016515,"¡Un mundo maravilloso!","Nenúfares en la superficie del Cenote Nicte-Ha, Tulum, México (© Franco Banfi/NPL/Minden Pictures)"
20250323,NebraskaStorm,ES-ES,5763602514,"¡Vamos a contar km!","Relámpagos y nubes de tormenta al atardecer cerca de Bowman, Nebraska, EE. UU. (© john finney photography/Getty Images)"
20250324,ElephantGrass,ES-ES,9916597908,"Un bonito día para pasear","Elefante africano de sabana con su cría alimentándose de hierba, Namibia (© Christophe Courteau/Minden Pictures)"
20250325,HobbitHole,ES-ES,0003424206,"No todos los que vagan están perdidos","Set de rodaje de Hobbiton, Waikato, Nueva Zelanda (© Kim Petersen/Alamy)"
